Store;DayOfWeek;Date;Sales;Customers;Open;Promo;StateHoliday;SchoolHoliday;StoreType;Assortment;CompetitionDistance;CompetitionOpenSinceMonth;CompetitionOpenSinceYear;Promo2;Promo2SinceWeek;Promo2SinceYear;PromoInterval;State;Latitude;Longitude
109;7;26.07.2015;0 €;0;0;0;0;0;a;c;3300;11;2010;0;;;;Nordrhein-Westfalen;52,05;6,73
110;7;26.07.2015;0 €;0;0;0;0;0;a;c;46590;4;2013;0;;;;Niedersachsen;52,57;8,9
111;7;26.07.2015;0 €;0;0;0;0;0;d;c;7890;;;1;37;2009;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;50,87;7,14
112;7;26.07.2015;0 €;0;0;0;0;1;a;a;1630;9;2009;0;;;;Brandenburg;53,27;12,31
113;7;26.07.2015;0 €;0;0;0;0;0;d;c;20930;11;1999;0;;;;Nordrhein-Westfalen;52,32;7,56
114;7;26.07.2015;0 €;0;0;0;0;0;c;a;4510;;;1;48;2011;Mar,Jun,Sept,Dec;Mecklenburg-Vorpommern;53,93;11,92
115;7;26.07.2015;0 €;0;0;0;0;0;d;c;5740;4;2007;1;40;2014;Jan,Apr,Jul,Oct;Brandenburg;52,01;14,72
116;7;26.07.2015;0 €;0;0;0;0;0;a;a;680;4;2013;0;;;;Bayern;48,69;12,63
117;7;26.07.2015;0 €;0;0;0;0;0;a;a;3450;9;2011;0;;;;Baden-Wuerttemberg;47,72;8,23
118;7;26.07.2015;0 €;0;0;0;0;0;d;c;3580;9;2012;0;;;;Brandenburg;51,8;14,47
119;7;26.07.2015;0 €;0;0;0;0;0;a;c;2100;2;2010;0;;;;Bayern;48,55;11,63
120;7;26.07.2015;0 €;0;0;0;0;0;d;a;2290;12;2014;1;37;2009;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;54,02;11,9
121;7;26.07.2015;0 €;0;0;0;0;0;a;a;3570;11;2009;1;36;2013;Mar,Jun,Sept,Dec;Mecklenburg-Vorpommern;53,95;13,5
122;7;26.07.2015;5,773 €;707;1;0;0;0;a;c;58260;4;2013;0;;;;Brandenburg;52,41;13,91
123;7;26.07.2015;0 €;0;0;0;0;0;a;a;16760;9;2011;0;;;;Schleswig-Holstein;54,7;8,94
124;7;26.07.2015;0 €;0;0;0;0;0;a;a;1410;4;2003;0;;;;Rheinland-Pfalz;49,87;6,73
125;7;26.07.2015;0 €;0;0;0;0;0;a;a;760;12;2005;0;;;;Thueringen;50,78;10,53
126;7;26.07.2015;0 €;0;0;0;0;0;d;a;3370;10;2014;1;18;2011;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,3;8,83
127;7;26.07.2015;0 €;0;0;0;0;0;d;a;1350;12;2005;1;13;2010;Jan,Apr,Jul,Oct;Thueringen;50,49;11,66
128;7;26.07.2015;0 €;0;0;0;0;0;d;c;2000;;;1;1;2013;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,03;9,99
129;7;26.07.2015;0 €;0;0;0;0;0;a;a;2460;;;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;50,69;7,45
130;7;26.07.2015;0 €;0;0;0;0;0;c;a;900;;;1;13;2010;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,27;6,34
131;7;26.07.2015;0 €;0;0;0;0;0;c;a;920;7;2015;0;;;;Baden-Wuerttemberg;48;8,5
132;7;26.07.2015;0 €;0;0;0;0;0;d;c;1040;;;1;27;2012;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,77;8,72
133;7;26.07.2015;0 €;0;0;0;0;0;a;a;270;8;2013;1;10;2014;Mar,Jun,Sept,Dec;Schleswig-Holstein;54,2;9,25
134;7;26.07.2015;0 €;0;0;0;0;0;a;a;1200;9;2008;0;;;;Niedersachsen;51,59;10,15
135;7;26.07.2015;0 €;0;0;0;0;0;d;a;5190;;;1;1;2013;Jan,Apr,Jul,Oct;Niedersachsen;52,31;10,61
136;7;26.07.2015;0 €;0;0;0;0;0;a;c;2200;12;2010;1;22;2012;Feb,May,Aug,Nov;Brandenburg;52,01;13,52
137;7;26.07.2015;0 €;0;0;0;0;0;a;a;1730;7;2015;1;40;2014;Jan,Apr,Jul,Oct;Niedersachsen;52,36;9,8
138;7;26.07.2015;0 €;0;0;0;0;0;a;c;25360;10;2014;0;;;;Bayern;47,89;10,76
139;7;26.07.2015;0 €;0;0;0;0;0;a;a;1700;1;2008;1;14;2011;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;50,69;7,08
140;7;26.07.2015;0 €;0;0;0;0;0;a;c;1090;7;2010;1;1;2013;Jan,Apr,Jul,Oct;Bayern;49,62;10,71
141;7;26.07.2015;0 €;0;0;0;0;0;c;c;1540;;;1;22;2012;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;51,42;6,58
142;7;26.07.2015;0 €;0;0;0;0;0;a;a;1090;7;2002;0;;;;Brandenburg;52,66;14,21
143;7;26.07.2015;0 €;0;0;0;0;0;d;a;2930;12;2002;0;;;;Mecklenburg-Vorpommern;53,43;10,88
144;7;26.07.2015;0 €;0;0;0;0;0;a;c;16570;;;0;;;;Bayern;48,77;13,56
145;7;26.07.2015;0 €;0;0;0;0;0;a;a;280;;;1;45;2009;Feb,May,Aug,Nov;Bayern;48,75;13,47
146;7;26.07.2015;0 €;0;0;0;0;0;d;c;8050;10;1961;1;48;2012;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,91;6,66
147;7;26.07.2015;0 €;0;0;0;0;0;d;c;8540;;;0;;;;Brandenburg;52;14,28
148;7;26.07.2015;0 €;0;0;0;0;0;a;a;2090;12;2008;0;;;;Brandenburg;52,76;13,09
149;7;26.07.2015;0 €;0;0;0;0;0;d;a;2610;7;2006;1;14;2011;Jan,Apr,Jul,Oct;Bayern;48,06;10,33
150;7;26.07.2015;0 €;0;0;0;0;0;c;c;31830;3;2010;0;;;;Schleswig-Holstein;54,33;9,43
151;7;26.07.2015;0 €;0;0;0;0;0;d;c;4360;10;2005;0;;;;Bayern;49,17;12,49
152;7;26.07.2015;0 €;0;0;0;0;0;a;a;1780;;;0;;;;Sachsen;51,38;14,39
153;7;26.07.2015;0 €;0;0;0;0;0;a;a;16240;10;2000;1;18;2011;Feb,May,Aug,Nov;Bayern;49,98;11,46
154;7;26.07.2015;0 €;0;0;0;0;0;d;c;16420;;;0;;;;Sachsen-Anhalt;52;11,03
155;7;26.07.2015;0 €;0;0;0;0;0;d;a;3050;;;1;35;2010;Jan,Apr,Jul,Oct;Niedersachsen;52,35;7,13
156;7;26.07.2015;0 €;0;0;0;0;0;a;a;2020;2;2011;1;14;2011;Mar,Jun,Sept,Dec;Sachsen-Anhalt;51,22;11,68
157;7;26.07.2015;0 €;0;0;0;0;0;a;c;2950;10;2004;0;;;;Baden-Wuerttemberg;48,58;8,28
158;7;26.07.2015;0 €;0;0;0;0;0;d;c;11840;;;1;31;2009;Feb,May,Aug,Nov;Thueringen;50,71;11,47
159;7;26.07.2015;0 €;0;0;0;0;0;d;a;8530;3;2013;0;;;;Bayern;48,67;10,78
160;7;26.07.2015;0 €;0;0;0;0;0;d;c;17110;11;2005;0;;;;Sachsen-Anhalt;51,67;12,24
161;7;26.07.2015;0 €;0;0;0;0;0;a;c;2970;3;2005;0;;;;Brandenburg;52,07;13,83
162;7;26.07.2015;0 €;0;0;0;0;0;d;c;5340;3;2012;1;13;2010;Jan,Apr,Jul,Oct;Thueringen;50,51;11,84
163;7;26.07.2015;0 €;0;0;0;0;0;a;a;1480;4;2009;0;;;;Nordrhein-Westfalen;50,83;6,85
164;7;26.07.2015;0 €;0;0;0;0;0;a;a;1160;9;2005;1;13;2010;Jan,Apr,Jul,Oct;Niedersachsen;52,7;9,86
165;7;26.07.2015;0 €;0;0;0;0;0;a;a;3720;4;2005;1;13;2010;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,19;7,45
166;7;26.07.2015;0 €;0;0;0;0;0;a;c;100;4;2014;1;31;2013;Jan,Apr,Jul,Oct;Bayern;48,85;11,43
167;7;26.07.2015;0 €;0;0;0;0;0;a;a;140;4;2008;0;;;;Nordrhein-Westfalen;51,57;6,99
168;7;26.07.2015;0 €;0;0;0;0;0;a;a;12540;;;0;;;;Schleswig-Holstein;54,41;10,01
169;7;26.07.2015;0 €;0;0;0;0;0;d;a;980;7;2014;1;18;2014;Feb,May,Aug,Nov;Niedersachsen;52,65;10,24
170;7;26.07.2015;0 €;0;0;0;0;0;a;a;1070;5;2015;1;14;2011;Jan,Apr,Jul,Oct;Hessen;50,64;8,65
171;7;26.07.2015;0 €;0;0;0;0;0;a;a;2640;;;0;;;;Sachsen-Anhalt;51,69;11
172;7;26.07.2015;0 €;0;0;0;0;0;a;a;110;;;1;40;2014;Jan,Apr,Jul,Oct;Thueringen;50,51;11,66
173;7;26.07.2015;0 €;0;0;0;0;0;a;a;350;12;2012;0;;;;Niedersachsen;53,12;9,57
174;7;26.07.2015;0 €;0;0;0;0;0;a;a;13090;;;1;22;2012;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,42;7,77
175;7;26.07.2015;0 €;0;0;0;0;0;c;a;4130;;;0;;;;Baden-Wuerttemberg;48,79;9,37
176;7;26.07.2015;0 €;0;0;0;0;0;a;a;3770;;;0;;;;Schleswig-Holstein;53,99;8,95
177;7;26.07.2015;0 €;0;0;0;0;0;a;a;1250;2;2004;1;5;2013;Feb,May,Aug,Nov;Brandenburg;52,32;13,9
178;7;26.07.2015;0 €;0;0;0;0;0;d;a;1710;;;0;;;;Nordrhein-Westfalen;52,31;8,76
179;7;26.07.2015;0 €;0;0;0;0;0;a;c;480;;;0;;;;Baden-Wuerttemberg;48,23;8,21
180;7;26.07.2015;0 €;0;0;0;0;0;d;a;5800;9;2010;0;;;;Nordrhein-Westfalen;51,87;7,8
181;7;26.07.2015;0 €;0;0;0;0;0;a;a;12610;3;2013;1;14;2011;Jan,Apr,Jul,Oct;Niedersachsen;51,59;10,55
182;7;26.07.2015;0 €;0;0;0;0;0;d;c;1390;;;1;9;2011;Mar,Jun,Sept,Dec;Brandenburg;51,41;13,55
183;7;26.07.2015;0 €;0;0;0;0;0;a;a;9670;;;0;;;;Hessen;49,74;9,1
184;7;26.07.2015;0 €;0;0;0;0;0;d;c;3560;;;0;;;;Brandenburg;53,38;13,63
185;7;26.07.2015;0 €;0;0;0;0;0;d;c;1860;5;2015;0;;;;Thueringen;50,9;12,02
186;7;26.07.2015;0 €;0;0;0;0;0;a;a;290;10;2011;1;40;2014;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,41;13,06
187;7;26.07.2015;0 €;0;0;0;0;0;a;c;19360;;;0;;;;Mecklenburg-Vorpommern;53,74;13,6
188;7;26.07.2015;0 €;0;0;0;0;0;d;a;850;;;1;18;2011;Feb,May,Aug,Nov;Niedersachsen;53,05;9,37
189;7;26.07.2015;0 €;0;0;0;0;0;d;a;5760;7;2014;0;;;;Nordrhein-Westfalen;50,57;6,64
190;7;26.07.2015;0 €;0;0;0;0;0;a;a;1470;12;2006;1;40;2014;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;51,7;7,21
191;7;26.07.2015;0 €;0;0;0;0;0;a;a;1100;8;2013;1;40;2014;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,82;13,57
192;7;26.07.2015;0 €;0;0;0;0;0;d;c;2770;3;2008;1;40;2014;Jan,Apr,Jul,Oct;Thueringen;50,56;10,59
193;7;26.07.2015;0 €;0;0;0;0;0;a;a;520;;;0;;;;Bayern;47,44;11,01
194;7;26.07.2015;0 €;0;0;0;0;0;d;c;16970;;;1;5;2013;Feb,May,Aug,Nov;Nordrhein-Westfalen;51,73;8,46
195;7;26.07.2015;0 €;0;0;0;0;0;a;c;220;;;0;;;;Bayern;50,41;10,35
196;7;26.07.2015;0 €;0;0;0;0;0;c;a;3850;11;2005;1;14;2011;Jan,Apr,Jul,Oct;Bayern;49,2;11,26
197;7;26.07.2015;0 €;0;0;0;0;0;c;a;4210;3;2015;0;;;;Sachsen;51,06;13,4
198;7;26.07.2015;0 €;0;0;0;0;0;a;a;290;9;2002;1;13;2010;Jan,Apr,Jul,Oct;Bayern;47,58;11,47
199;7;26.07.2015;0 €;0;0;0;0;0;d;c;6360;12;2010;1;14;2012;Mar,Jun,Sept,Dec;Bayern;49,74;12,08
200;7;26.07.2015;0 €;0;0;0;0;0;a;a;1650;10;2000;0;;;;Rheinland-Pfalz;50,43;7,74
201;7;26.07.2015;0 €;0;0;0;0;0;d;a;20260;;;1;18;2014;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;50,51;6,74
202;7;26.07.2015;0 €;0;0;0;0;0;d;c;5140;5;2010;0;;;;Baden-Wuerttemberg;48,72;9,09
203;7;26.07.2015;0 €;0;0;0;0;0;c;c;490;11;2002;0;;;;Schleswig-Holstein;54,51;9,65
204;7;26.07.2015;0 €;0;0;0;0;0;a;a;5630;12;2002;1;40;2014;Jan,Apr,Jul,Oct;Sachsen;50,83;13,85
205;7;26.07.2015;0 €;0;0;0;0;0;a;a;110;12;2007;0;;;;Niedersachsen;52,99;8,98
206;7;26.07.2015;0 €;0;0;0;0;0;a;c;380;;;1;14;2012;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;53,36;14,26
207;7;26.07.2015;0 €;0;0;0;0;0;a;a;6870;;;0;;;;Hessen;51,17;8,92
208;7;26.07.2015;0 €;0;0;0;0;0;c;a;300;4;2006;0;;;;Brandenburg;53,18;14,09
209;7;26.07.2015;3,742 €;354;1;0;0;0;a;c;11680;9;2011;1;31;2013;Jan,Apr,Jul,Oct;Sachsen;50,85;12,91
210;7;26.07.2015;0 €;0;0;0;0;0;d;a;970;11;1999;1;5;2013;Feb,May,Aug,Nov;Hessen;50,14;8,04
211;7;26.07.2015;0 €;0;0;0;0;0;a;c;350;11;2006;0;;;;Thueringen;50,8;11,55
212;7;26.07.2015;0 €;0;0;0;0;0;a;c;15050;9;2008;0;;;;Baden-Wuerttemberg;49,01;8,92
213;7;26.07.2015;0 €;0;0;0;0;0;d;c;4030;3;2014;1;1;2014;Jan,Apr,Jul,Oct;Schleswig-Holstein;53,81;10,14
214;7;26.07.2015;0 €;0;0;0;0;0;d;a;8650;7;2013;1;10;2014;Jan,Apr,Jul,Oct;Niedersachsen;51,61;9,73
215;7;26.07.2015;0 €;0;0;0;0;0;d;a;150;;;1;45;2009;Feb,May,Aug,Nov;Bayern;50,23;10,47
216;7;26.07.2015;0 €;0;0;0;0;0;c;a;190;;;1;45;2009;Feb,May,Aug,Nov;Mecklenburg-Vorpommern;54,35;13,5
217;7;26.07.2015;0 €;0;0;0;0;0;c;a;3150;;;0;;;;Thueringen;50,99;10,37
218;7;26.07.2015;0 €;0;0;0;0;0;a;c;640;;;1;9;2011;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;49,17;10,11
219;7;26.07.2015;0 €;0;0;0;0;0;a;a;1640;2;2013;0;;;;Bayern;49,74;10,02
220;7;26.07.2015;0 €;0;0;0;0;0;a;a;1000;9;2008;0;;;;Rheinland-Pfalz;50,15;7,8
221;7;26.07.2015;0 €;0;0;0;0;0;d;c;13530;9;2013;0;;;;Nordrhein-Westfalen;51,04;7,47
222;7;26.07.2015;0 €;0;0;0;0;0;a;a;2170;11;2008;0;;;;Hessen;50,33;9,17
223;7;26.07.2015;0 €;0;0;0;0;0;d;c;2920;10;1995;1;27;2011;Jan,Apr,Jul,Oct;Niedersachsen;53,27;9,15
224;7;26.07.2015;0 €;0;0;0;0;0;d;c;7930;;;1;1;2013;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,43;11,23
225;7;26.07.2015;0 €;0;0;0;0;0;d;a;10180;5;2015;0;;;;Niedersachsen;51,92;10,13
226;7;26.07.2015;0 €;0;0;0;0;0;a;a;450;;;0;;;;Niedersachsen;52,55;6,88
227;7;26.07.2015;0 €;0;0;0;0;0;a;a;2370;;;0;;;;Niedersachsen;52,98;10,79
228;7;26.07.2015;0 €;0;0;0;0;0;d;c;10800;;;1;18;2011;Feb,May,Aug,Nov;Bayern;48,26;11,13
229;7;26.07.2015;0 €;0;0;0;0;0;d;c;17410;4;2007;1;14;2011;Jan,Apr,Jul,Oct;Bayern;50,33;11,41
230;7;26.07.2015;0 €;0;0;0;0;0;d;c;6680;9;2013;0;;;;Mecklenburg-Vorpommern;53,28;11,37
231;7;26.07.2015;0 €;0;0;0;0;0;d;c;3840;10;2008;1;39;2010;Feb,May,Aug,Nov;Niedersachsen;53,23;8,21
232;7;26.07.2015;0 €;0;0;0;0;0;c;c;13570;5;2010;1;10;2013;Mar,Jun,Sept,Dec;Sachsen-Anhalt;52,45;11,92
233;7;26.07.2015;0 €;0;0;0;0;0;a;a;1890;;;0;;;;Bayern;50,22;10,36
234;7;26.07.2015;0 €;0;0;0;0;0;d;a;4370;;;0;;;;Thueringen;51,13;10,95
235;7;26.07.2015;0 €;0;0;0;0;0;a;a;5710;3;2012;1;37;2009;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,16;9,16
236;7;26.07.2015;0 €;0;0;0;0;0;a;a;1000;11;2007;0;;;;Bayern;49,11;11,19
237;7;26.07.2015;0 €;0;0;0;0;0;a;a;1420;11;2007;0;;;;Brandenburg;53,3;12,37
238;7;26.07.2015;0 €;0;0;0;0;0;a;a;320;;;1;45;2009;Feb,May,Aug,Nov;Baden-Wuerttemberg;48,27;9,37
239;7;26.07.2015;0 €;0;0;0;0;0;d;c;610;;;0;;;;Baden-Wuerttemberg;49,64;9,37
240;7;26.07.2015;0 €;0;0;0;0;0;a;a;1110;5;2009;0;;;;Nordrhein-Westfalen;50,9;7,71
241;7;26.07.2015;0 €;0;0;0;0;0;d;c;780;;;0;;;;Baden-Wuerttemberg;47,86;9,86
242;7;26.07.2015;0 €;0;0;0;0;0;d;a;6880;9;2001;1;14;2011;Jan,Apr,Jul,Oct;Rheinland-Pfalz;49,4;8,15
243;7;26.07.2015;0 €;0;0;0;0;0;a;a;310;;;1;5;2013;Feb,May,Aug,Nov;Brandenburg;51,91;13,07
244;7;26.07.2015;0 €;0;0;0;0;0;d;a;710;3;2012;1;1;2012;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;48,25;9,25
245;7;26.07.2015;0 €;0;0;0;0;0;a;c;1310;;;0;;;;Niedersachsen;52,17;8,32
246;7;26.07.2015;0 €;0;0;0;0;0;c;a;4660;4;2013;0;;;;Hessen;50,96;8,53
247;7;26.07.2015;0 €;0;0;0;0;0;d;c;70;11;2010;1;5;2013;Feb,May,Aug,Nov;Thueringen;50,88;11,39
248;7;26.07.2015;0 €;0;0;0;0;0;a;c;340;9;2012;1;40;2012;Jan,Apr,Jul,Oct;Niedersachsen;52,77;10,64
249;7;26.07.2015;0 €;0;0;0;0;0;d;c;18010;9;2014;0;;;;Bayern;49,85;12,01
250;7;26.07.2015;0 €;0;0;0;0;0;d;a;3520;;;1;18;2012;Feb,May,Aug,Nov;Thueringen;50,52;11,47
251;7;26.07.2015;0 €;0;0;0;0;0;a;c;340;;;0;;;;Bayern;48,72;10,47
252;7;26.07.2015;0 €;0;0;0;0;0;d;c;22330;;;1;5;2010;Feb,May,Aug,Nov;Sachsen-Anhalt;52,11;11,35
253;7;26.07.2015;0 €;0;0;0;0;0;a;c;250;;;1;5;2013;Feb,May,Aug,Nov;Thueringen;50,97;12,09
254;7;26.07.2015;0 €;0;0;0;0;0;d;a;330;3;2008;1;1;2012;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;49,02;9,99
255;7;26.07.2015;0 €;0;0;0;0;0;c;c;4630;3;2011;1;35;2011;Feb,May,Aug,Nov;Bayern;49,23;10,94
256;7;26.07.2015;0 €;0;0;0;0;0;a;c;80;9;2005;1;10;2014;Mar,Jun,Sept,Dec;Nordrhein-Westfalen;51;7,86
257;7;26.07.2015;0 €;0;0;0;0;0;a;a;420;12;2012;0;;;;Sachsen-Anhalt;51,66;12,26
258;7;26.07.2015;0 €;0;0;0;0;0;a;a;27190;7;2010;1;37;2009;Jan,Apr,Jul,Oct;Bayern;48,77;10,8
259;7;26.07.2015;15,998 €;2857;1;0;0;0;b;b;210;;;0;;;;Brandenburg;52,88;12,94
260;7;26.07.2015;0 €;0;0;0;0;0;a;a;540;10;2011;0;;;;Niedersachsen;52,11;10,31
261;7;26.07.2015;0 €;0;0;0;0;0;d;c;15340;4;2015;1;39;2009;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,72;11,21
262;7;26.07.2015;32,547 €;4783;1;0;0;0;b;a;1180;5;2013;0;;;;Nordrhein-Westfalen;51,12;6,48
263;7;26.07.2015;0 €;0;0;0;0;0;a;c;1140;5;2013;1;40;2014;Jan,Apr,Jul,Oct;Thueringen;50,69;11,15
264;7;26.07.2015;0 €;0;0;0;0;0;a;a;180;3;2014;0;;;;Bayern;47,85;10,75
265;7;26.07.2015;0 €;0;0;0;0;0;a;a;4580;;;1;14;2015;Jan,Apr,Jul,Oct;Brandenburg;52,1;13,11
266;7;26.07.2015;0 €;0;0;0;0;0;a;c;360;3;2014;1;9;2011;Mar,Jun,Sept,Dec;Bayern;47,63;11,51
267;7;26.07.2015;0 €;0;0;0;0;0;c;a;2460;1;2012;0;;;;Hessen;50,93;9,11
268;7;26.07.2015;0 €;0;0;0;0;1;a;a;4520;2;2014;0;;;;Bayern;48,95;11,43
269;7;26.07.2015;0 €;0;0;0;0;0;a;c;60;6;2015;0;;;;Schleswig-Holstein;54,73;9,3
270;7;26.07.2015;0 €;0;0;0;0;0;a;a;1450;7;2014;0;;;;Hessen;50,3;9,11
271;7;26.07.2015;0 €;0;0;0;0;0;a;a;420;;;1;14;2011;Jan,Apr,Jul,Oct;Sachsen-Anhalt;52,17;11,72
272;7;26.07.2015;0 €;0;0;0;0;0;a;a;16180;7;2003;1;14;2011;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;49,52;9,18
273;7;26.07.2015;0 €;0;0;0;0;0;a;c;8480;;;0;;;;Niedersachsen;53,03;9,58
274;7;26.07.2015;7,750 €;1608;1;0;0;0;b;b;3640;;;1;10;2013;Jan,Apr,Jul,Oct;Bayern;48,2;11,21
275;7;26.07.2015;0 €;0;0;0;0;0;d;a;300;5;2014;1;40;2014;Jan,Apr,Jul,Oct;Baden-Wuerttemberg;47,82;8,83
276;7;26.07.2015;0 €;0;0;0;0;0;a;a;2960;10;2014;1;36;2013;Mar,Jun,Sept,Dec;Thueringen;50,78;10,81
277;7;26.07.2015;0 €;0;0;0;0;0;d;c;7840;;;1;31;2009;Feb,May,Aug,Nov;Hessen;51,22;9,07
278;7;26.07.2015;0 €;0;0;0;0;0;a;c;9260;2;2010;0;;;;Sachsen;51,19;14,66
279;7;26.07.2015;0 €;0;0;0;0;0;d;c;2320;;;1;40;2012;Jan,Apr,Jul,Oct;Niedersachsen;51,64;9,82
280;7;26.07.2015;0 €;0;0;0;0;0;d;c;18640;9;2013;1;10;2014;Mar,Jun,Sept,Dec;Baden-Wuerttemberg;48,1;9,66
281;7;26.07.2015;0 €;0;0;0;0;0;d;c;6970;9;2011;0;;;;Nordrhein-Westfalen;50,38;6,58
282;7;26.07.2015;0 €;0;0;0;0;0;a;a;1220;12;2010;0;;;;Schleswig-Holstein;53,56;10,43
283;7;26.07.2015;0 €;0;0;0;0;0;a;a;2260;;;1;40;2014;Jan,Apr,Jul,Oct;Bayern;48,03;12,56
284;7;26.07.2015;0 €;0;0;0;0;0;d;a;1290;;;1;40;2014;Jan,Apr,Jul,Oct;Nordrhein-Westfalen;52,15;8,6
285;7;26.07.2015;0 €;0;0;0;0;0;a;a;2410;;;0;;;;Baden-Wuerttemberg;48,21;7,92
286;7;26.07.2015;0 €;0;0;0;0;0;a;a;1460;4;2015;0;;;;Bayern;50,17;12,12
287;7;26.07.2015;0 €;0;0;0;0;0;c;a;2740;5;2009;1;40;2014;Jan,Apr,Jul,Oct;Bayern;50,36;11,98
288;7;26.07.2015;0 €;0;0;0;0;0;d;a;800;;;1;14;2011;Mar,Jun,Sept,Dec;Bayern;48,77;13,2
289;7;26.07.2015;0 €;0;0;0;0;0;d;a;6540;12;2007;0;;;;Brandenburg;52,22;13,18
290;7;26.07.2015;0 €;0;0;0;0;0;a;a;4150;5;2001;0;;;;Hessen;50,88;9,54
291;7;26.07.2015;0 €;0;0;0;0;0;d;a;;;;0;;;;Sachsen-Anhalt;52,09;12,22
292;7;26.07.2015;0 €;0;0;0;0;0;a;a;1100;6;2009;0;;;;Baden-Wuerttemberg;48,19;9,01
293;7;26.07.2015;0 €;0;0;0;0;0;c;c;140;11;2007;0;;;;Bayern;47,64;11,93
294;7;26.07.2015;0 €;0;0;0;0;0;a;a;3150;5;2005;0;;;;Hessen;50,44;8,07
295;7;26.07.2015;0 €;0;0;0;0;0;a;a;210;11;2000;1;36;2013;Mar,Jun,Sept,Dec;Niedersachsen;53,01;9,27
296;7;26.07.2015;0 €;0;0;0;0;0;a;a;9580;5;2007;1;45;2014;Feb,May,Aug,Nov;Bayern;47,61;10,64
297;7;26.07.2015;0 €;0;0;0;0;0;a;a;2300;9;2010;0;;;;Niedersachsen;52,93;8,02
298;7;26.07.2015;0 €;0;0;0;0;0;d;a;19840;7;2009;0;;;;Rheinland-Pfalz;50,43;7,72
299;7;26.07.2015;4,865 €;517;1;0;0;0;d;c;38630;9;2012;0;;;;Nordrhein-Westfalen;52,19;7,09
300;7;26.07.2015;0 €;0;0;0;0;0;a;c;120;4;2009;1;1;2012;Jan,Apr,Jul,Oct;Bayern;48,12;11,27
301;7;26.07.2015;0 €;0;0;0;0;0;a;c;4510;3;2015;0;;;;Nordrhein-Westfalen;51,84;6,46
302;7;26.07.2015;0 €;0;0;0;0;0;d;c;2190;12;2007;1;9;2011;Mar,Jun,Sept,Dec;Bayern;48,41;10,98
303;7;26.07.2015;0 €;0;0;0;0;0;a;a;15430;11;2012;1;18;2011;Feb,May,Aug,Nov;Nordrhein-Westfalen;50,58;6,32
304;7;26.07.2015;0 €;0;0;0;0;1;a;a;1950;7;2015;0;;;;Bayern;48,1;10,72
305;7;26.07.2015;0 €;0;0;0;0;0;c;c;2470;2;2005;1;31;2013;Mar,Jun,Sept,Dec;Brandenburg;53,31;13,98
306;7;26.07.2015;0 €;0;0;0;0;0;a;a;5100;4;2007;1;40;2014;Jan,Apr,Jul,Oct;Niedersachsen;52,09;10,08
307;7;26.07.2015;0 €;0;0;0;0;0;a;a;18660;9;2002;0;;;;Sachsen;50,82;13,4
308;7;26.07.2015;0 €;0;0;0;0;0;a;a;1070;12;2006;1;13;2010;Jan,Apr,Jul,Oct;Mecklenburg-Vorpommern;54,05;12,95
309;7;26.07.2015;0 €;0;0;0;0;0;d;a;8740;;;1;37;2009;Feb,May,Aug,Nov;Schleswig-Holstein;54,32;9,63
310;7;26.07.2015;3,159 €;250;1;0;0;0;a;c;2290;;;1;10;2014;Mar,Jun,Sept,Dec;Rheinland-Pfalz;49,6;8,13
311;7;26.07.2015;0 €;0;0;0;0;0;a;c;680;7;2005;0;;;;Baden-Wuerttemberg;48,12;8,59
312;7;26.07.2015;0 €;0;0;0;0;0;d;a;11300;3;2012;0;;;;Brandenburg;52,93;12,28
313;7;26.07.2015;0 €;0;0;0;0;0;d;c;14160;;;0;;;;Rheinland-Pfalz;49,88;7,16
314;7;26.07.2015;0 €;0;0;0;0;0;a;a;3560;10;2001;1;31;2013;Feb,May,Aug,Nov;Niedersachsen;52,09;9,32
315;7;26.07.2015;0 €;0;0;0;0;0;a;c;38710;4;2013;0;;;;Brandenburg;53,41;14,23
316;7;26.07.2015;0 €;0;0;0;0;0;d;a;9000;8;2001;0;;;;Niedersachsen;52,52;8,59
